PROFILE_CODE,PROFILE_TYPE,ORGANIC_MATTER_to_ORGANIC_CARBON_RATIO,TOGVOC,CATEGORY_LEVEL_1_Generation_Mechanism,CATEGORY_LEVEL_2_Sector_Equipment
0000,GAS,,1.1748120,Miscellaneous,Miscellaneous
0000010,PM,,1.0000000,Miscellaneous,Miscellaneous
000002.5,PM,,1.0000000,Miscellaneous,Miscellaneous
0000030,PM,,1.0000000,Miscellaneous,Miscellaneous
00000C,PM,,1.0000000,Miscellaneous,Miscellaneous
0001,GAS,,1.6393440,Combustion,Boiler
0002,GAS,,1.0000000,Combustion,Boiler
0003,GAS,,2.2727270,Combustion,Boiler
0004,GAS,,1.3986010,Combustion,Boiler
0005,GAS,,6.8027210,Combustion,Boiler
0007,GAS,,3.3333330,Combustion,Engine
0008,GAS,,1.1682240,Combustion,Engine
0009,GAS,,1.1682240,Combustion,Engine
0011,GAS,,2.1413280,Combustion,Coke Oven
0012,GAS,,1.1876480,Combustion,Industrial; Metal; Furnace
0013,GAS,,4.2194090,Combustion,Industrial; Metal; Sintering
0014,GAS,,1.0000000,Combustion,Industrial; Metal; Furnace
0016,GAS,,1.1248590,Combustion,Basic Oxygen Furnace
0023,GAS,,1.0101010,Volatilization,Chemical Manufacturing; Spraying
0024,GAS,,1.3642570,Combustion,Chemical Manufacturing; Tar Kettle
0025,GAS,,2.2727270,Combustion,Mineral Products; Rotary Dryer
0026,GAS,,1.2547050,Volatilization,Mineral Products
0029,GAS,,1.5625000,Chemical Reaction,Petrochemical; Refinery; Catalytic Cracker
0031,GAS,,1.0482180,Volatilization,Petrochemical; Refinery; Fugitives
0035,GAS,,1.0000000,Volatilization,Petrochemical; Refinery; Cooling Tower
0039,GAS,,1.2330460,Volatilization,Petrochemical; Refinery; Fugitives
0047,GAS,,1.0427530,Volatilization,Petrochemical; Refinery; Fugitives
0051,GAS,,2.0000000,Combustion,Flare
0066,GAS,,1.6313210,Volatilization,Paint Manufacturing
0068,GAS,,1.0000000,Volatilization,Chemical Manufacturing
0072,GAS,,1.0582010,Volatilization,Paint Manufacturing
0076,GAS,,1.0000000,Volatilization,Pesticides
0078,GAS,,1.0000000,Volatilization,Tank
0079,GAS,,1.0000000,Combustion,Chemical Manufacturing; Flare
0085,GAS,,1.0000000,Volatilization,Dry Cleaning
0087,GAS,,1.0000000,Volatilization,Degreasing
0088,GAS,,1.0000000,Volatilization,Degreasing
0089,GAS,,1.0000000,Volatilization,Degreasing
0090,GAS,,1.0000000,Volatilization,Degreasing
0100,GAS,,1.0000000,Volatilization,Tank
0121,GAS,,1.0000000,Combustion,Biomass Burning
0122,GAS,,5.9171600,Combustion,Incinerator
0127,GAS,,1.6313210,Volatilization,Surface Coating
0166,GAS,,7.6923070,Volatilization,Graphic Arts
0182,GAS,,1.0000000,Volatilization,Graphic Arts
0183,GAS,,1.0000000,Volatilization,Graphic Arts
0195,GAS,,1.0000000,Combustion,Residential
0197,GAS,,1.0141990,Volatilization,Consumer Products
0202,GAS,,111.1111000,Microbial,Landfill
0203,GAS,,12.5000000,Microbial,Agriculture; Animal
0217,GAS,,1.7331020,Combustion,Coke Oven
0219,GAS,,1.0000000,Volatilization,Surface Coating
0220,GAS,,1.0000000,Volatilization,Surface Coating
0221,GAS,,1.0000000,Volatilization,Surface Coating
0222,GAS,,1.0000000,Volatilization,Surface Coating
0223,GAS,,1.0000000,Volatilization,Surface Coating
0225,GAS,,1.0000000,Volatilization,Surface Coating
0226,GAS,,1.0000000,Volatilization,Surface Coating
0227,GAS,,1.0000000,Volatilization,Surface Coating
0228,GAS,,1.0000000,Volatilization,Surface Coating
0229,GAS,,1.0000000,Volatilization,Surface Coating
0230,GAS,,1.0000000,Volatilization,Tank
0271,GAS,,1.0000000,Volatilization,Degreasing
0272,GAS,,1.0000000,Volatilization,Rubber And Plastics
0273,GAS,,1.0000000,Volatilization,Rubber And Plastics
0274,GAS,,1.0000000,Volatilization,Rubber And Plastics
0275,GAS,,1.0000000,Volatilization,Degreasing
0277,GAS,,1.0000000,Volatilization,Degreasing
0282,GAS,,1.0000000,Volatilization,Surface Coating
0288,GAS,,1.0000000,Volatilization,Surface Coating
0289,GAS,,1.0000000,Volatilization,Surface Coating
0290,GAS,,1.0000000,Volatilization,Surface Coating
0291,GAS,,1.0000000,Volatilization,Surface Coating
0292,GAS,,1.0000000,Volatilization,Surface Coating
0296,GAS,,1.1337870,Volatilization,Oil And Gas; Tank
0297,GAS,,1.1299430,Volatilization,Petrochemical; Refinery; Tank
0299,GAS,,1.0000000,Volatilization,Tank
0301,GAS,,1.0000000,Volatilization,Tank
0304,GAS,,1.0000000,Volatilization,Graphic Arts
0305,GAS,,1.0672360,Volatilization,Tank
0307,GAS,,1.2545480,Combustion,Biomass Burning; Wildfire
0316,GAS,,1.5243900,Volatilization,Industrial; Fugitives
0321,GAS,,1.0471200,Volatilization,Industrial; Fugitives
0332,GAS,,1.2062730,Volatilization,Graphic Arts
0333,GAS,,5.7175530,Volatilization,Graphic Arts
1001,GAS,,10.7411400,Combustion,Engine
1002,GAS,,1.2886600,Volatilization,Chemical Manufacturing
1003,GAS,,1.0128630,Volatilization,Surface Coating
1004,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1005,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1006,GAS,,1.0000000,Chemical Reaction,Chemical Manufacturing
1007,GAS,,1.0000000,Volatilization,Mineral Products
1008,GAS,,1.0000000,Volatilization,Rubber And Plastics
1009,GAS,,1.0000000,Volatilization,Chemical Manufacturing
100CROC,PM-CR1,1.2,1.0000000,Combustion,Mobile; Onroad; Light Duty
100GROC,GAS,,1.2110780,Combustion,Mobile; Onroad
100VBS,GAS,,1.2456460,Combustion,Mobile; Onroad; Light Duty
1010,GAS,,2.1408690,Volatilization,Oil And Gas; Fugitives
1011,GAS,,1.7857140,Volatilization,Oil And Gas; Fugitives
1012,GAS,,3.2467530,Volatilization,Oil And Gas; Fugitives
1013,GAS,,1.0584250,Volatilization,Surface Coating
1014,GAS,,1.0008010,Volatilization,Mobile
1015,GAS,,1.0004000,Volatilization,Mobile
1016,GAS,,1.0123510,Volatilization,Surface Coating
1017,GAS,,1.0000000,Volatilization,Surface Coating
1018,GAS,,1.0589850,Volatilization,Surface Coating
1019,GAS,,1.0000000,Volatilization,Surface Coating
101CROC,PM-CR1,1.2,1.0000000,Combustion,Mobile; Onroad; Light Duty
101GROC,GAS,,1.2563200,Combustion,Mobile; Onroad
101VBS,GAS,,2.7165800,Combustion,Mobile; Onroad
1020,GAS,,1.1531360,Volatilization,Surface Coating
1021,GAS,,3.3333330,Volatilization,Degreasing
1022,GAS,,1.0000000,Volatilization,Graphic Arts
1023,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1024,GAS,,1.1951710,Volatilization,Chemical Manufacturing
1025,GAS,,12.8700100,Volatilization,Chemical Manufacturing
1026,GAS,,1.0000000,Volatilization,Surface Coating
1027,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1028,GAS,,1.1111110,Volatilization,Chemical Manufacturing
1029,GAS,,2.6295030,Volatilization,Chemical Manufacturing
102CROC,PM-CR1,1.2,1.0000000,Combustion,Mobile; Onroad; Non-DPF
102GROC,GAS,,1.2016510,Combustion,Mobile; Onroad
102VBS,GAS,,1.3745330,Combustion,Mobile; Aircraft
1030,GAS,,3.0969340,Volatilization,Chemical Manufacturing
1031,GAS,,1.0000000,Volatilization,Surface Coating
1032,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1033,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1034,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1035,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1036,GAS,,1.0000000,Volatilization,Industrial; Metal
1037,GAS,,1.2761610,Volatilization,Chemical Manufacturing
1038,GAS,,1.0435150,Volatilization,Chemical Manufacturing
1039,GAS,,1.1716460,Volatilization,Chemical Manufacturing
103CROC,PM-CR1,1.2,1.0000000,Combustion,Mobile; Onroad; Non-DPF
103GROC,GAS,,1.2468830,Combustion,Mobile; Onroad
103VBS,GAS,,2.2451040,Combustion,Mobile; Onroad
1040,GAS,,2.0399840,Volatilization,Chemical Manufacturing
1041,GAS,,1.0463530,Volatilization,Chemical Manufacturing
1042,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Fugitives
1043,GAS,,1.0110200,Volatilization,Chemical Manufacturing
1044,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1045,GAS,,1.5151520,Volatilization,Chemical Manufacturing
1046,GAS,,1.0513040,Volatilization,Chemical Manufacturing
1047,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1048,GAS,,1.0120430,Volatilization,Chemical Manufacturing
1049,GAS,,1.8181820,Volatilization,Chemical Manufacturing
104CROC,PM-CR1,1.2,1.0000000,Combustion,Mobile; Onroad; DPF
104GROC,GAS,,1.0114840,Combustion,Mobile; Onroad
1050,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1051,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1052,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1053,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Tank
1054,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1055,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Tank
1056,GAS,,1.0000000,Chemical Reaction,Chemical Manufacturing
1057,GAS,,2.1088150,Chemical Reaction,Chemical Manufacturing
1058,GAS,,1.3224020,Volatilization,Chemical Manufacturing
1059,GAS,,1.0621350,Chemical Reaction,Chemical Manufacturing
105CROC,PM-CR1,1.2,1.0000000,Combustion,Mobile; Onroad
105GROC,GAS,,2.1391780,Combustion,Mobile; Onroad
1060,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1061,GAS,,1.0000000,Chemical Reaction,Chemical Manufacturing
1062,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1064,GAS,,2.0084350,Volatilization,Chemical Manufacturing
1065,GAS,,1.0585370,Chemical Reaction,Chemical Manufacturing
1066,GAS,,1.3939220,Volatilization,Chemical Manufacturing
1067,GAS,,1.6897600,Volatilization,Chemical Manufacturing
1068,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1069,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Tank
106CROC,PM-CR1,1.2,1.0000000,Combustion,Mobile; Onroad
106GROC,GAS,,1.0610020,Combustion,Mobile; Onroad
1070,GAS,,7.5244550,Volatilization,Chemical Manufacturing
1071,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1072,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1073,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1074,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1075,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1076,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1077,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1078,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1079,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
107CROC,PM-CR1,1.25,1.0000000,Combustion,Mobile; Nonroad
107GROC,GAS,,10.0442800,Combustion,Mobile; Onroad
1080,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1081,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1082,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1083,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Rail Car Or Truck Cleaning
1084,GAS,,1.7730500,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
1085,GAS,,2.4189650,Combustion,Boiler
1086,GAS,,1.3239770,Volatilization,Graphic Arts
1087,GAS,,1.0000000,Volatilization,Chemical Manufacturing; Tank
1088,GAS,,1.1655010,Volatilization,Surface Coating
1089,GAS,,1.0000000,Volatilization,Industrial; Metal
108CROC,PM-CR1,1.25,1.0000000,Combustion,Mobile; Nonroad; Non-DPF
108GROC,GAS,,1.7767160,Combustion,Mobile; Onroad
1090,GAS,,5.0251260,Volatilization,Chemical Manufacturing
1091,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1092,GAS,,1.0000000,Chemical Reaction,Chemical Manufacturing
1093,GAS,,36.6300400,Volatilization,Chemical Manufacturing
1094,GAS,,1.0000000,Volatilization,Paint Manufacturing
1095,GAS,,1.0000000,Volatilization,Textile Products
1096,GAS,,1.0217640,Volatilization,Textile Products
1097,GAS,,1.1454750,Combustion,Mobile; Aircraft
1098,GAS,,1.1481060,Combustion,Mobile; Aircraft
1099,GAS,,1.1737090,Combustion,Mobile; Aircraft
109CROC,PM-CR1,1.2,1.0000000,Combustion,Mobile; Nonroad; DPF
109GROC,GAS,,1.7586440,Combustion,Mobile; Onroad
1100,GAS,,1.0000000,Volatilization,Mobile
1101,GAS,,1.1296880,Combustion,Mobile; Onroad
1103,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1104,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1105,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1106,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1107,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1108,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1109,GAS,,1.0000000,Volatilization,Chemical Manufacturing
110CROC,PM-CR1,1.25,1.0000000,Combustion,Mobile; Airport
110GROC,GAS,,1.0201630,Combustion,Mobile; Nonroad
1110,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1111,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1112,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1114,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1115,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1116,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1118,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1119,GAS,,1.0000000,Volatilization,Chemical Manufacturing
111CROC,PM-CR1,1,1.0000000,Combustion,Mobile; Aircraft
111GROC,GAS,,1.0210690,Combustion,Mobile; Nonroad
1120,GAS,,1.0000000,Volatilization,Chemical Manufacturing
1120110,PM,,1.0000000,Combustion,Electric Generation; Boiler
112012.5,PM,,1.0000000,Combustion,Electric Generation; Boiler
1120130,PM,,1.0000000,Combustion,Electric Generation; Boiler
11201C,PM,,1.0000000,Combustion,Electric Generation; Boiler
1120210,PM,,1.0000000,Combustion,Electric Generation; Boiler
112022.5,PM,,1.0000000,Combustion,Electric Generation; Boiler
1120230,PM,,1.0000000,Combustion,Electric Generation; Boiler
11202C,PM,,1.0000000,Combustion,Electric Generation; Boiler
1120310,PM,,1.0000000,Combustion,Electric Generation; Boiler
112032.5,PM,,1.0000000,Combustion,Electric Generation; Boiler
1120330,PM,,1.0000000,Combustion,Electric Generation; Boiler
11203C,PM,,1.0000000,Combustion,Electric Generation; Boiler
1120410,PM,,1.0000000,Combustion,Electric Generation; Boiler
112042.5,PM,,1.0000000,Combustion,Electric Generation; Boiler
